2018-07-31 16:03:26.55: SYS_STATUS {onboard_control_sensors_present : 2161691, onboard_control_sensors_enabled : 2129944, onboard_control_sensors_health : 3210240, load : 0, voltage_battery : 0, current_battery : 0, battery_remaining : 100, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:21.70: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15470, current_battery : 233, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:22.15: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 707, voltage_battery : 15475, current_battery : 235, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:22.60: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15572, current_battery : 244, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:23.18: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 703, voltage_battery : 15571, current_battery : 237, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:23.66: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 696, voltage_battery : 15493, current_battery : 238, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:24.13: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 702, voltage_battery : 15559, current_battery : 226, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:24.69: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15479, current_battery : 230, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:25.14: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 707, voltage_battery : 15426, current_battery : 264, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:25.63: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15423, current_battery : 213, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:26.19: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 699, voltage_battery : 15535, current_battery : 185, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:26.66: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15470, current_battery : 222, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:27.11: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 707, voltage_battery : 15401, current_battery : 221, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:27.69: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 693, voltage_battery : 15669, current_battery : 189, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:28.17: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 699, voltage_battery : 15320, current_battery : 216, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:28.73: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 697, voltage_battery : 15591, current_battery : 183, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:29.20: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15391, current_battery : 215, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:29.67: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 689, voltage_battery : 15521, current_battery : 232, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:30.23: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15419, current_battery : 243, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:30.70: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 687, voltage_battery : 15484, current_battery : 209, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:31.15: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15584, current_battery : 237, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:31.73: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 688, voltage_battery : 15579, current_battery : 242, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:32.21: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15540, current_battery : 226, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:32.66: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 685, voltage_battery : 15447, current_battery : 282, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:33.23: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 691, voltage_battery : 15605, current_battery : 272, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:33.71: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 693, voltage_battery : 15588, current_battery : 236, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:34.18: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15372, current_battery : 249, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:34.74: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 690, voltage_battery : 15512, current_battery : 229, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:35.22: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15583, current_battery : 233, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:35.66: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 690, voltage_battery : 15591, current_battery : 210, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:36.25: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15475, current_battery : 225, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:36.72: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 693, voltage_battery : 15605, current_battery : 211, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:37.16: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 693, voltage_battery : 15453, current_battery : 244, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:37.75: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 687, voltage_battery : 15596, current_battery : 233, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:38.22: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 702, voltage_battery : 15541, current_battery : 277, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:38.67: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 689, voltage_battery : 15572, current_battery : 254, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:39.25: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15503, current_battery : 272, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:39.72: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 687, voltage_battery : 15453, current_battery : 249, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:40.15: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15563, current_battery : 228, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:40.73: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 683, voltage_battery : 15541, current_battery : 221, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:41.21: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 697, voltage_battery : 15377, current_battery : 220, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:41.67: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 686, voltage_battery : 15447, current_battery : 251, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:42.24: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15535, current_battery : 220, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:42.71: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 687, voltage_battery : 15591, current_battery : 198, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:43.27: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15418, current_battery : 222, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:43.74: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 685, voltage_battery : 15630, current_battery : 231, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:44.32: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 712, voltage_battery : 15473, current_battery : 234, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:44.79: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15558, current_battery : 234, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:45.22: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 693, voltage_battery : 15512, current_battery : 257, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:45.81: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15591, current_battery : 234, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:46.27: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15461, current_battery : 248, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:46.77: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15476, current_battery : 242, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:47.22: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 691, voltage_battery : 15422, current_battery : 267, battery_remaining : 76, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:47.89: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15443, current_battery : 246, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:48.23: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 690, voltage_battery : 15525, current_battery : 206, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:48.81: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15488, current_battery : 224, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:49.26: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 693, voltage_battery : 15479, current_battery : 241, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:49.75: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 699, voltage_battery : 15605, current_battery : 252, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:50.31: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 694, voltage_battery : 15591, current_battery : 259, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:50.79: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 699, voltage_battery : 15395, current_battery : 285, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:51.23: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 697, voltage_battery : 15482, current_battery : 266, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:51.81: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 692, voltage_battery : 15542, current_battery : 272, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:52.27: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 697, voltage_battery : 15488, current_battery : 304, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:52.74: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 693, voltage_battery : 15563, current_battery : 291, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:53.30: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 691, voltage_battery : 15405, current_battery : 291, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:53.79: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 699, voltage_battery : 15523, current_battery : 343, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:54.24: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15391, current_battery : 323, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:54.80: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15279, current_battery : 388, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:55.27: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15321, current_battery : 373, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:55.75: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15422, current_battery : 377, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:56.31: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15354, current_battery : 352, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:56.80: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 698, voltage_battery : 15609, current_battery : 369, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:57.34: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15484, current_battery : 407, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:57.83: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15586, current_battery : 349, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:58.28: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 695, voltage_battery : 15484, current_battery : 274, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:58.78: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15470, current_battery : 280, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:59.32: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15549, current_battery : 287, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:23:59.81: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15473, current_battery : 321, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:00.26: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 700, voltage_battery : 15502, current_battery : 311, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
2018-07-31 16:24:00.82: SYS_STATUS {onboard_control_sensors_present : 2161723, onboard_control_sensors_enabled : 2161723, onboard_control_sensors_health : 3210299, load : 701, voltage_battery : 15362, current_battery : 349, battery_remaining : 75, drop_rate_comm : 0, errors_comm : 0, errors_count1 : 0, errors_count2 : 0, errors_count3 : 0, errors_count4 : 0}
